# Generated 2020-05-05 by Glenn Larsson (@pro_integritate). Creative Commons Attribution 
2020-05-04, "_2020-05-04_opendir_001.001.bin", -, a076568f8e2413431fef50a87e778c61, 5c068b603639cfb003e58bd5e434044866e353f9, 9358d21668988ff2a0f2ba956511991a640c4b015f1cd249feb38f50c3d0281d, 6144:l++Rn6/pvBq+8/lPmA2OlDbSD7Um1l1VZhzhW3UzX3xLoyRN34:kRJBD8/lOalHEUm1l1Nk3sxfI,"_2020-05-04_opendir_001.001.bin", Windows executable (MZ), 442880 bytes, nh:bd97122a0ea255c2dee86929d14be94e, mh:370238064cc5f2e5ecbfbc7f34da9f47
2020-05-04, "_2020-05-04_opendir_001.002.bin", -, 31f993e7768648d89d7c1de3c9503730, 0a389d778875bc3bceab2f56ed3491c67f087127, 809be60cca69d1697d45bb32ee94e95911d6a2ad27c926d7528f35a58670d313, 12288:jwBWceWCSUEKlHzsNgK88MX8lRC0FHVOz+35lX4l:jtH4kHzsNgK8HG80R8mX4,"_2020-05-04_opendir_001.002.bin", Windows executable (MZ), 465920 bytes, nh:15ff15b2f229f9154b8a3214250789cf, mh:781514ea1bf79f248832904e9fcb8e26
2020-05-04, "_2020-05-04_opendir_001.003.bin", -, 34ca265de0f678e8f7041159a0be7af0, 45aaa4b6b9d2847b1860855cb5addbeb7874d593, 43d21a721e63c4cc89c0908a74f261442729e13bb47438e8da62c9207a0b4e10, 12288:Q4WVPdTFBqTHBW7Dk2XO7HlzcSBo/yy47m9gME+y5pkSg57HTISJ7pZEmMS7MNUr:QRNBqF07O7pcYoKW+4F,"_2020-05-04_opendir_001.003.bin", Windows executable (MZ), 689152 bytes, nh:a1dc56626afe4a8d88d51def8bbba1cf, mh:fbdd446319ddbdb8c66303addd89f524
2020-05-04, "_2020-05-04_opendir_001.004.bin", -, 40ad1284e54d81652c4872253d8a016d, c0a88e15b554375053c4616f5fdb83d3fd18e307, dcb2f4d05f4fe4b3c4aba2d873d8f267bf364d2ae84670a56ec5251753ef7d99, 6144:Ys+Wvwq+Y+YYsHSS0JHDIB5Pv5Qf+2Ghlj3azJMyhDHk6NKHsXdjH7Nu0Qvi5JM9:N5wq5ySWHUBRhQ+2CKzJM6DRWMR7NuXe,"_2020-05-04_opendir_001.004.bin", Windows executable (MZ), 388608 bytes, nh:a923713a90d153472a364bbde45d0b34, mh:dd0a82b4a28723df35f212a6dbd87a5d
2020-05-04, "_2020-05-04_opendir_001.005.bin", -, a1c4e14fdb253098da9ae19e4760676e, 029f70e8a5223c3cffb9e257fe734f79362602e5, 908aac9b9aab8fbda69a3332be1eb7117d6d0aaf226a580c1f9a6e7089dafa3b, 768:8brwyNP4mxUG0UFvjRsWIDFqIJPhMmeMVeq24e2uS4IYw:8rw67x90UNRsbxqIJJMmeIb,"_2020-05-04_opendir_001.005.bin", Windows executable (MZ), 77824 bytes, rh:6a9c26dc9d981f992916ebefa00fbd5a, mh:153a0da0389630389798e4a7eeb5207d
2020-05-04, "_2020-05-04_opendir_001.006.bin", -, 7bc528a17d0852969f28826966b32b9c, 984c630d30611d9011ed4af9ca600649ef935bdf, a8ac323a014cb716fee32a3b21d1bf4cf6c6f9163ed9e3b958f9dc61cc80dde6, 6144:rdWWQIv7w2HjmoBjWU+nBBDeLdJwVqWat18IuYn/vhNoCJuV1umSNO/Qvhq+16Qq:rsWBHjmM+BBmzwV2L7/vhykW8wyq+w,"_2020-05-04_opendir_001.006.bin", Windows executable (MZ), 421888 bytes, nh:76dfb5ce10dba9f7ca749795fbf6c364, mh:d114a735fb1df574ed79eab19b4e18b0
2020-05-05, "_2020-05-05_opendir_002.001.bin", -, 4217c457dd040d3e661d880b9bc6ae57, b73db7df6728202066379200fa3ac1d9d7b985a3, 61d161078b5df18b4f242f0e01e2c1bbaa565c824fd5bba7a7c83d748d27afea, 6144:KOYxeWdz20uBlWQmRJ+ED1U4j7beNPv+PwFVPSyGOAfNmLcMbo:uVdHqS+0UkeNPv+PwFVKvOAf,"_2020-05-05_opendir_002.001.bin", Windows executable (MZ), 307712 bytes, nh:494b17dfb3d4c772ca703687ce5d0b20, mh:fbba23b3238a78759d5ff37cc7accfb7
2020-05-05, "_2020-05-05_opendir_002.002.bin", -, b2b90c4b73a02d41e7516d4a4b017936, 1fcae176d33186c7e5cc1853e979a85be38b6091, ebe88c1246270abb7d7310da6537c0cd1437da8dafa7f58cd3a9372af55e77d0, 6144:Mo/OdLSbOWJLUYaMF4EuTI/z9vvMLl27bib:Z/OoJ1hRL5cL,"_2020-05-05_opendir_002.002.bin", Windows executable (MZ), 309248 bytes, nh:78fbf34749377e3cb26d35c290d89a0d, mh:7477ed950c3ddf1e27a4371c95dd42f4
2020-05-05, "_2020-05-05_opendir_002.003.bin", -, 7f506ef89481d4db81724fc83bad2091, 64d19e2dd4494c3d126c7ba0b3b2d53ca93ee01d, 6762203bfedc9e008d8fd1a34432735269f41267281e664e3e0e0233e4b53374, 6144:UU2BAliL/RjQ+TIl0U2xKnuvZgYg4Oimy8sBc2g2b:UU2nD9Hakged,"_2020-05-05_opendir_002.003.bin", Windows executable (MZ), 308224 bytes, nh:8dc5b7b701c3fa31d14976e488327fbc, mh:9886171690e812a868349b97878ad2b5
2020-05-05, "_2020-05-05_opendir_002.004.bin", -, d9ce080803cadd968a40aef718be0520, be42bac461326165134981a7ebbb8a3f6aa3be7a, bb8cdc582dd00383d809fb984b5d6b7884b8120457f85387402f5158cef1fe7d, 6144:eWQUnn7lNYFsJq6nS5DeT8lEt0UJYUr/8suAx2XMb:e5KnJUslwlEtZEA,"_2020-05-05_opendir_002.004.bin", Windows executable (MZ), 307712 bytes, nh:51975f3395be12155c0257bd9692c9ff, mh:5dac512f07d6a3ca479a20225edb16d1
2020-05-05, "_2020-05-05_opendir_002.005.bin", -, efd360e7b2f576349a350d5fa5c75740, 0e115755ad3ccd2e981be03c1e420ffe782078c8, 10b1433fa8e6e2e8884f321df9310d3cc65b462a94e5c91e2313f79848beb722, 6144:E9stCTK3treJVpINq18uhBZTW7JrAkWKcgzD9XcOP5xItKm3txYmowb:E9/2l0x/hBKAkWKcgzD9XcOTMf3t,"_2020-05-05_opendir_002.005.bin", Windows executable (MZ), 308224 bytes, nh:68f0d087d5855eee826c9c9fd6bda9ec, mh:939ee732c038d20d8cb9d805bf5d8124
