# Generated 2020-06-05 by Glenn Larsson (@pro_integritate). Creative Commons Attribution 
2020-06-04, "exe", "http://duranforme.ug/ds1.exe", 65bf4a013e67a1d06a78e385ce3d1462, a346df50229470acdc6c3a05ce89310eb50d4f90, f91c59a4e7c426578c67ccfeeb3f4ff7a2f131bf1bf8ca891553f398be9d4d01, 6144:KwLkw3jJZgySIbSpAcsay9MEEq1eb6dFPv+h5eDve:1gXIbIAcG1eOdFPv+h5,"379694.bin.TMP", Windows executable (MZ), 272384 bytes, nh:4273f11629fffc54c768ca9ee66d6dea, mh:f0fe2fa2f5fe520ac684058e2b90f895
2020-06-04, "Mozi", "http://112.17.163.139:51366/Mozi.m", 635d926cace851bef7df910d8cb5f647, 543282811f7ec6ab8743f5ab877c040b16ed9a10, bba18438991935a5fb91c8f315d08792c2326b2ce19f2be117f7dab984c47bdf, 3072:6X8JNZXopYyKyI/LvKtL2faYk+djHdiDI0eXaBLTRP4otGP/x:6Xs4pYy6/LKR2SrsTkDI0eXaBBxwP5,"379686.bin.TMP", Linux executable (ELF), 123528 bytes, -, -
2020-06-04, "Mozi", "http://114.239.192.98:57727/Mozi.m", 9a111588a7db15b796421bd13a949cd4, 034c8c51a58be11ca620ce3eb0d43d5a59275d2f, e15e93db3ce3a8a22adb4b18e0e37b93f39c495e4a97008f9b1a9a42e1fac2b0, 1536:pymLLU1F5kHIrIj0D6rhfd+lK3exiTCzxNtI4sZLi6UEbFEBFaW1EH6t6wfPP/Q:2F+ooxalK3exiTOijZLdUEbFlWPP/Q,"379685.bin.TMP", Linux executable (ELF), 95268 bytes, -, -
2020-06-04, "Mozi", "http://116.114.95.253:37697/Mozi.m", 635d926cace851bef7df910d8cb5f647, 543282811f7ec6ab8743f5ab877c040b16ed9a10, bba18438991935a5fb91c8f315d08792c2326b2ce19f2be117f7dab984c47bdf, 3072:6X8JNZXopYyKyI/LvKtL2faYk+djHdiDI0eXaBLTRP4otGP/x:6Xs4pYy6/LKR2SrsTkDI0eXaBBxwP5,"379693.bin.TMP", Linux executable (ELF), 123528 bytes, -, -
2020-06-04, "Mozi", "http://121.226.155.83:44283/Mozi.m", dd4b6f3216709e193ed9f06c37bcc389, 758ba1ab22dd37f0f9d6fd09419bfef44f810345, 83441d77abb6cf328e77e372dc17c607fb9c4a261722ae80d83708ae3865053d, 3072:+8FpcpvBKlbMNZQm03ngoDxFEPuaZCPo5POdOQ33o:PFuBWbZ3ngoDvEQPAPqO1,"379691.bin.TMP", Linux executable (ELF), 212464 bytes, -, -
2020-06-04, "Mozi", "http://173.15.162.157:4800/Mozi.m", 9a111588a7db15b796421bd13a949cd4, 034c8c51a58be11ca620ce3eb0d43d5a59275d2f, e15e93db3ce3a8a22adb4b18e0e37b93f39c495e4a97008f9b1a9a42e1fac2b0, 1536:pymLLU1F5kHIrIj0D6rhfd+lK3exiTCzxNtI4sZLi6UEbFEBFaW1EH6t6wfPP/Q:2F+ooxalK3exiTOijZLdUEbFlWPP/Q,"379689.bin.TMP", Linux executable (ELF), 95268 bytes, -, -
2020-06-04, "Mozi", "http://36.33.140.248:36268/Mozi.m", 4dde761681684d7edad4e5e1ffdb940b, 2327be693bc11a618c380d7d3abc2382d870d48b, d546509ab6670f9ff31783ed72875dfc0f37fa2b666bd5870eecaaed2ebea4a8, 1536:3aQiZDMyqIlMBZ/R0F4E4kcHiNq98wk9njKZjjLuYo68864sNHFEzv7Ld76divkE:KzDMyqIMBZ/R0ufhBmgZy9yNsNmPtcE,"379687.bin.TMP", Linux executable (ELF), 108808 bytes, -, -
2020-06-04, "Mozi", "http://41.86.18.20:35381/Mozi.m", 9a111588a7db15b796421bd13a949cd4, 034c8c51a58be11ca620ce3eb0d43d5a59275d2f, e15e93db3ce3a8a22adb4b18e0e37b93f39c495e4a97008f9b1a9a42e1fac2b0, 1536:pymLLU1F5kHIrIj0D6rhfd+lK3exiTCzxNtI4sZLi6UEbFEBFaW1EH6t6wfPP/Q:2F+ooxalK3exiTOijZLdUEbFlWPP/Q,"379688.bin.TMP", Linux executable (ELF), 95268 bytes, -, -
2020-06-04, "Mozi", "http://49.117.189.218:33804/Mozi.m", 9a111588a7db15b796421bd13a949cd4, 034c8c51a58be11ca620ce3eb0d43d5a59275d2f, e15e93db3ce3a8a22adb4b18e0e37b93f39c495e4a97008f9b1a9a42e1fac2b0, 1536:pymLLU1F5kHIrIj0D6rhfd+lK3exiTCzxNtI4sZLi6UEbFEBFaW1EH6t6wfPP/Q:2F+ooxalK3exiTOijZLdUEbFlWPP/Q,"379696.bin.TMP", Linux executable (ELF), 95268 bytes, -, -
2020-06-04, "Qakbot Quakbot zip", "http://lamaolop.us/lufvmexk/883387/KTEQ_883387_03062020.zip", 6fd1753e57512b0791ce103e48d22b3a, 1b158bb5fb56bcf03ad3967e16273440d6c585e1, 1e95d93465fcb2252d089691d749fd9dbbadc4611f72dd112f503cbcc7e4cd8a, 1536:RTzuDCtIAZpVMwfyte7IY87g5+OXcy5iHNVRJ2512whePN1RBhiglRah:RTzupiFfWe7Ijj+qJJ+wwhoznigw,"379684.bin.TMP", PKZipped file (Office .JAR .WAR), 127101 bytes, -, -
2020-06-05, "_2020-06-05_Avaddon.(sava).exe.bin", -, bc5ce2943e3bbc22dfa7a9960ebb716b, 2c85f337f82ee41763aa7989c131863ea8501659, 1a5511e5b4d20b17ba95494089f388e0fd56a064749fbba2eff9522c13fcbe64, 96:ZjmQ6w10x5SDZRFRBvSM2T3u2l9xnuzT2N:ZmxkhzaQzA,"_2020-06-05_Avaddon.(sava).exe.bin", Windows executable (MZ), 4634 bytes, rh:1f751e2aac4a31991712f656456c5442, -
2020-06-05, "_2020-06-05_Opendir_001.001.bin", -, 5452384e2ee07cffa005e690b658d1c5, 376c162636ed2ccf48928fe73ab24b1f248078ee, 1e351911bf4f3405c644d9145ba2947cf78e9049578fe1e64b3466478ad3e1cf, 24576:MN3PmiE7bTIgVdxuUKeuyTdVzpT466Dy:Um17bTDxs2d1pTN6,"_2020-06-05_Opendir_001.001.bin", Windows executable (MZ), 1146368 bytes, nh:4fd875a3de4f1f3b515f5bfe28bdf4cb, mh:e851945b04c1654d022328cefcaf4ff6
2020-06-05, "_2020-06-05_Opendir_001.002.bin", -, 167c7df96d82763cce2f38aff139576c, 2ae396265799ebb3f89dbd4325182359be8b1e09, 4c5881962cffc89a01446fe5cfaa1c5f5a42c29c2ec1b75f9dd10232434e9986, 24576:T0jZV4MpT5w7YD6pDZ0drPY0xevR1pnBQ8qI5Ue:AH4WS7e6pwxxYjQ8T,"_2020-06-05_Opendir_001.002.bin", Windows executable (MZ), 1156608 bytes, nh:1a8172e15e0ef52cd6846a5f91f2b75a, mh:842eb0b98033e4997d758b267a90621e
2020-06-05, "_2020-06-05_Opendir_001.003.bin", -, a97d78b0f159d1ab98f5ea1ebae45263, 794bd249c0bf2a95f5a82a89e51625f8fc590d18, ae2820f20d20e5dc262e7e018e027646b4e5e4fcbc58cc6663dd077890b27e64, 24576:ZFmf9TkFCp2wiZ5X+iRgLgSxyEgwPlDzy1GSLxA/6s:ZFmfOCp2HidtgwPNz8lA/6s,"_2020-06-05_Opendir_001.003.bin", Windows executable (MZ), 1145856 bytes, nh:84aac901da9a35231aa5e58df42e078c, mh:86759b064b2911160f9f964e1ef7ca56
2020-06-05, "_2020-06-05_Opendir_001.004.bin", -, efd3f18a12e24fd9f756b5033ced0217, 1e8413bcf808f39a8afeeb234853dacdcb7a1ca5, fd1a4137fb29a94777cafedaaf9118b456f4f3aa7e6cc7de3a40e5c180776c34, 24576:rDcsLcv2iYNR7meNcn/G2nL0V6Kt1kCx+n:ncL2ZNRbx2L0VXl4n,"_2020-06-05_Opendir_001.004.bin", Windows executable (MZ), 1144320 bytes, nh:86d0f7c0031eaa694412338f30878853, mh:40b1a29d78263fbf83f6b67cf50ccbf4
